,Unnamed: 0,iB0,iB1,iB2,Date,LaunchTime,Phip,SondeSerial,SondeType,Pump_loc,SensorResponseType,OzoneScaling,SolutionConcentration,GroundPressureSensorCorrection,10hPaPressureSensorCorrection,TemperatureSensorCorrection,HumiditySensorCorrection,HumiditySensorCorrection2,TOF,TOA,NormalizationFactor,PumpCorrectionFile,PumpcoefficientPC1,PumpcoefficientPC2,PumpcoefficientPC3,PumpCorrectionCorrelation,ExtrapolationTechnique,Dobson,TLab,ULab,RH_correction
60,0,-999.99,-999.99,0.12,1987-06-26,10:21:00,26.97,4A2878,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,226.9,359.72,1.0031,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
61,0,-999.99,-999.99,0.061,1987-07-01,11:16:00,26.2,4A2612,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,303.89,365.05,0.9501,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
62,0,-999.99,-999.99,0.198,1987-07-07,11:00:00,26.46,4A2889,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,211.12,307.84,0.9765,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
63,0,-999.99,-999.99,0.096,1987-07-15,11:59:00,26.6,4A2894,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,167.69,,,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
64,0,-999.99,-999.99,0.089,1987-07-23,13:06:00,26.83,4A2917,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,205.49,291.05,1.0156,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
65,0,-999.99,-999.99,0.096,1987-07-29,11:16:00,25.7,4A2883,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,255.6,310.95,0.9969,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
66,0,-999.99,-999.99,0.118,1987-08-04,11:14:00,26.83,4A2892,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,257.63,332.83,0.9907,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
67,0,-999.99,-999.99,0.1,1987-08-06,11:01:00,26.86,4A2882,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,236.82,363.48,1.0149,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
68,0,-999.99,-999.99,0.186,1987-08-12,10:58:00,26.93,4A2911,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,252.63,318.34,1.0169,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
69,0,-999.99,-999.99,0.161,1987-08-13,10:51:00,26.8,4A2881,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,247.8,305.2,0.9985,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
70,0,-999.99,-999.99,0.095,1987-08-18,10:57:00,27.13,4A2885,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,281.57,338.97,0.9812,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
71,0,-999.99,-999.99,0.142,1987-08-20,10:42:00,26.7,4A2886,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,261.42,311.9,0.927,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
72,0,-999.99,-999.99,0.178,1987-08-25,10:28:00,28.12,4A2890,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,233.49,299.2,0.9983,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
73,0,-999.99,-999.99,0.177,1987-08-27,14:49:00,27.4,4A2875,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,253.98,362.86,1.0114,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
74,0,-999.99,-999.99,0.202,1987-09-01,10:32:00,27.7,4A2879,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,288.15,347.43,0.9483,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
75,0,-999.99,-999.99,0.142,1987-09-08,10:36:00,27.7,4A2564,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,289.99,350.39,1.0286,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
76,0,-999.99,-999.99,0.162,1987-09-10,14:08:00,27.21,4A2887,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,297.59,360.79,0.9972,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
77,0,-999.99,-999.99,0.144,1987-09-14,10:42:00,27.6,4A2563,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,282.64,356.3,1.0727,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
78,0,-999.99,-999.99,0.158,1987-09-18,11:15:00,27.6,4A2666,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,142.53,,,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
79,0,-999.99,-999.99,0.164,1987-09-22,10:42:00,27.05,4A2559,SPC,4A,-999.99,0.9743,10.0,none,none,none,none,none,277.09,348.59,1.0323,OZPUMPCF.CUB,-0.495597,0.108781,-0.0081044,0.9995,Lauder Microwave Radiometer climatology 1992-1998 (mmclim.pro Feb 2000),,,,
